CNTRLNUM,OCCRDATE,OPCODE,TAILNUM,SERNUM,MAKE,GROUPS,PARTLOC,PARTCOND,PRECAUTION,NATURE,STAGEOP,REMARKS
95102700197,10/18/1995 0:00:00,SWAA,53SW,21534,BOEING,737,BS 727,CRACKED,NONE,OTHER,INSP/MAINT,"DURING D-CHECK, FOUND THREE HOLES IN KEEL BEAM LOWER FLANGE AND RADIUS AT BS 727+16, RBL 7.  REPAIRED PER BOEING STRUCTURAL REPAIR MANUAL."
95102700198,10/18/1995 0:00:00,SWAA,53SW,21534,BOEING,737,BS 597,CRACKED,NONE,OTHER,INSP/MAINT,"DURING D-CHECK, FOUND FUSE FRAME CRACKED AT BS 597, BL 71 WL 202 ON BOTH RT AND LT SIDES.  REPAIRED PER BOEING STRUCTURAL REPAIR MANUAL."
95102700199,10/18/1995 0:00:00,SWAA,53SW,21534,BOEING,737,BS 710-727,CHAFED,NONE,OTHER,INSP/MAINT,"DURING D-CHECK, FOUND CHAFING DAMAGE ON LOWER O/B FLANGE OF KEEL BEAM BS 710 TO 727, LBL 7 WL 149.  REPAIRED PER EWO 95-0596 AND BOEING STRUCTURAL REPAIR MANUAL."
95102700471,7/27/1995 0:00:00,VJ6A,529MD,47262,DOUG,DC9,CABIN,DISCHARGED,NONE,NO TEST,INSP/MAINT,THE GALLEY SLIDE SPOT LIGHT WOULD NOT COME ON.  REMOVED AND REPLACED EXIT CHUTE LIGHT BATTERY PACK LEFT AND RT DOORS.  (M)
95102700472,7/28/1995 0:00:00,VJ6A,909VJ,47322,DOUG,DC9,NLG,DIRTY,OTHER,FALSE WARNING,LANDING,"FLT NR 572 - ATL-MCI - RECEIVED AN UNSAFE NOSE GEAR INDICATION AFTER HANDLE WAS LOWERED FOR LANDING.  WHEN AIRSPEED REDUCED BELOW 160 KTS FOR APPROACH, NOSE GEAR SAFE INDICATION WAS OBTAINED.  FLIGHT OFFICER VISUALLY CONFIRMED DOWN.  CLEANED CONNECTOR ON DOWNLOCK SWITCH, JACKED AIRCRAFT, PINNED GEAR SWING NOSE GEAR SEVERAL TIMES, COULD NOT DUPLICATE.  OK TOCONTINUE SERVICE, REMOVED GEAR PINS.  (M)"
95102700492,8/8/1995 0:00:00,USAA,812US,48092,DOUG,DC9,BS 1322,CORRODED,NONE,OTHER,INSP/MAINT,"PIT - DURING Q-4 CHECK INSPECTION, FOUND LEVEL 2 CORROSION AROUND SEVERAL SCREW HOLES RIGHT LAV FLOOR REAR STATION 1322.  CORROSION TASK NR C58-53300.  REMOVED CORROSION AND INSTALLED DOUBLER AND STRAP PER USAIR TYPICAL REPAIR 53-10-19.  (M)"
95102700493,8/10/1995 0:00:00,USAA,812US,48092,DOUG,DC9,BS 1338,CORRODED,NONE,OTHER,INSP/MAINT,"PIT - DURING Q-4 CHECK INSPECTION, FOUND LEVEL 2 CORROSION STATION 1338 FLOOR BEAM NR 18, 24 INCHES FROM RIGHT SIDE WALL AT SCREW HOLES.  CORROSION TASK NR C58-53300.  REPLACED ANGLE FROM RBL 12 INCHES TO OUTBOARD SIDE PER USAIR TYPICAL REPAIR 53-10-14.`"
95102700494,9/1/1995 0:00:00,USAA,476US,11224,FOKKER,F28,NLG,FAILED,OTHER,NO WARNING INDICATION,DESCENT,PHF - FLT NR 0121 - WHEN THE GEAR WAS EXTENDED THE NOSE GEAR FAILED TO GIVE A GREEN LIGHT.  THE CAPTAIN PULLED OFF THE PATTERN AND RECYCLED THE GEAR.  AGAIN NO NOSE GEAR GREEN LIGHT.  AT THAT TIME THE CREW CHECKED THE VISUAL INDICATORS ANDDETERMINED THE GEAR WAS DOWN AND LOCKED.  THE EMERGENCY EQUIPMENT WAS CALLED OUT.  THE FLIGHT LANDED WITH NO FURTHER INCIDENT AND TAXIED TO THE GATE ON ITS OWN POWER.  MAINTENANCE CHECKED THE NOSE GEAR DOWNLOCK POSITION SWITCH AND RELAMPEDTHE NOSE GEAR DOWNLOCK INDICATOR.  OPERATIONS CHECKED NORMAL.  (M)
95102700495,8/8/1995 0:00:00,USAA,812US,48092,DOUG,DC9,BS 886,CRACKED,NONE,OTHER,INSP/MAINT,"PIT - DURING Q-4 CHECK INSPECTION, FOUND .75 INCH CRACK FORWARD UPPER CORNER OF WINDOW FRAME AT STATION 886 LONG 12R.  STOP DRILLED CRACK AND REPAIRED PER USAIR TYPICAL REPAIR 53-30-06.  (M)"
95102700496,8/8/1995 0:00:00,USAA,812US,48092,DOUG,DC9,BS 846,CRACKED,NONE,OTHER,INSP/MAINT,"PIT - DURING Q-4 CHECK INSPECTION, FOUND .5 INCH CRACK IN LOWER FORWARD CORNER OF WINDOW DOUBLER AFT OF STATION 846 LEFT SIDE.  STOP DRILLED CRACK AND REPAIRED PER USAIR TYPICAL REPAIR 53-30-06.  (M)"
95102700497,8/8/1995 0:00:00,USAA,812US,48092,DOUG,DC9,LT MLG DOOR,CRACKED,NONE,OTHER,INSP/MAINT,"PIT - DURING Q-4 CHECK INSPECTION, FOUND 1.25 INCH CRACK IN STRINGER OF FWD INBOARD LEADING EDGE IN RADIUS JUST FWD OF LEFT MLG ATTACH FITTING.  STOP DRILLED CRACK AND INSTALLED STAINLESS STEEL DOUBLERS PER SRM 52-05.  (M)"
95102700498,8/10/1995 0:00:00,USAA,812US,48092,DOUG,DC9,BS 237,CORRODED,NONE,OTHER,INSP/MAINT,"PIT - DURING Q-4 CHECK INSPECTION, FOUND LEVEL 2 CORROSION AT STATION 237 LONGERON 29R.  REMOVED CORRODED SECTION AND SPLICED IN NEW SECTION OF LONGERON PER SRM 53-02 FIG 2.  (M)"
95102700499,8/10/1995 0:00:00,USAA,812US,48092,DOUG,DC9,BS 160,CRACKED,NONE,OTHER,INSP/MAINT,"PIT - DURING Q-4 CHECK INSPECTION, FOUND .375 INCH CRACK AT STATION 160 UPPER FORWARD CORNER OF FORWARD AIRSTAIR DOOR.INSTALLED FILLER AND EXTERNAL DOUBLER PER SRM 53-05 FIG 57A SHT 6 VIEW G.  (M)"
95102700500,8/8/1995 0:00:00,USAA,812US,48092,DOUG,DC9,BS 1474,CRACKED,NONE,OTHER,INSP/MAINT,"PIT - DURING Q-4 CHECK INSPECTION, FOUND 1 INCH CRACK LEFT DRAG ANGLE STATION 1474 (CANTED FRAME).  STOP DRILLED CRACK AND INSTALLED SKIN AND DOUBLER REPAIR PER SRM 53-05 FIG 23B CONF 7007.  (M)"
95102700501,8/2/1995 0:00:00,USAA,857US,11289,FOKKER,F28,FRAME 3870,CRACKED,NONE,OTHER,INSP/MAINT,"PIT - DURING Q-1 INSPECTION, FOUND .5 INCH CRACK IN STRINGER NR 68 RIGHT SIDE 4 INCHES AFT OF FRAME 3870.  INSTALLED DOUBLER REPAIR PER SRM 51-70-06 FIG 202.  (M)"
95102700502,8/16/1995 0:00:00,USAA,857US,11289,FOKKER,F28,BS 24011-24611,DELAMINATED,NONE,OTHER,INSP/MAINT,"PIT - DURING Q-1 INSPECTION, FOUND FUSELAGE SKIN DELAMINATED BETWEEN LEFT STUBWING UPPER AND LOWER CONNECTION ANGLES.  AREA APPROXIMATELY 10 INCHES BY 24 INCHES AT STATION 24011 TO STATION 24611.  CUT OUT DAMAGED AREA INSTALLED DOUBLER REPAIR PER USAIR EA NR 30990A.  (M)"
95102700503,8/16/1995 0:00:00,USAA,857US,11289,FOKKER,F28,BS 24011-24611,DELAMINATED,NONE,OTHER,INSP/MAINT,"PIT - DURING Q-1 INSPECTION, FOUND FUSELAGE SKIN DELAMINATED APPROXIMATELY 10 INCH BY 24 INCH AREA BETWEEN RIGHT STUB WING UPPER AND LOWER CONNECTION ANGLE FROM STATION 24011 TO STATION 24611.  CUT OUT DAMAGED AREA AND INSTALLED DOUBLER REPAIR PER USAIR EA NR 30990A.  (M)"
95102700504,7/31/1995 0:00:00,USAA,857US,11289,FOKKER,F28,BS 8305-8805,CRACKED,NONE,OTHER,INSP/MAINT,"PIT - DURING Q-1 INSPECTION, FOUND .5 INCH CRACK BETWEEN STATION 8305 AND STATION 8805 AT STRINGER NR 2 FITTING.  INSTALLED DOUBLER ANGLE PER SRM 53-00-02.  (M)"
95102700505,8/29/1995 0:00:00,USAA,606AU,22202,BOEING,757,BS 278-297,PUNCTURED,NONE,OTHER,INSP/MAINT,"CLT - DURING AN UNSCHEDULED MAINTENANCE INSPECTION, FOUND A PUNCTURE, TEAR AND A DENT 7.3125 INCH BY 19.75 INCH BETWEENS18L AND S16L FROM FRAME BS 278 TO 297.  INSTALLED INTERIM DOUBLER.  (M)"
95102700506,7/28/1995 0:00:00,USAA,601AU,22193,BOEING,757,NR 2 STRUT,DAMAGED,NONE,OTHER,INSP/MAINT,"CLT - DURING A CMV-1 INSPECTION, FOUND A 2 INCH BY 3.5 INCH TEAR AND DENT AT NR 2 NACELLE STRUT RIGHT SIDE PP STATION 134.5.  INSTALLED DOUBLER, FILLERS, SKIN.  (M)"
95102700507,8/11/1995 0:00:00,USAA,857US,11289,FOKKER,F28,NR 2 RADIO RACK,CORRODED,NONE,OTHER,INSP/MAINT,"PIT - DURING Q-1 INSPECTION, FOUND CORROSION AT ATTACH ANGLE NR 2 RADIO RACK FLOOR PANEL.  FABRICATED REPAIR ANGLE AND INSTALLED PER SRM 53-12-10.  (M)"
95102700508,9/23/1995 0:00:00,USAA,883US,11337,FOKKER,F28,CABIN,BROKEN,NONE,NO TEST,INSP/MAINT,PHL - FLT NR 823 - FOUND FIRST CLASS EMERGENCY LIGHT WIRING INOPERATIVE.  MAINTENANCE FOUND AND REPAIRED A BROKEN WIRE IN THE FIRST CLASS CLOSET.  (M)
95102700514,9/23/1995 0:00:00,VJ6A,934VV,47488,DOUG,DC9,RT PACK,FAILED,UNSCHED LANDING,SMOKE,CLIMB,"FLT NR 238 - DFW-ATL - FLIGHT ATTENDANTS ON CLIMB-OUT REPORTED SMOKE IN THE CABIN.  AIRCRAFT RETURNED TO DFW.  MAINTENANCE CHECKED SYSTEMS AND FOUND RIGHT PACK TEMPERATURE CONTROL VALVE AT FAULT, PLACED ON MEL LOG, PAGE 4928."
95102700547,8/7/1995 0:00:00,USAA,812US,48092,DOUG,DC9,AFT PRESS BLKHD,CORRODED,NONE,OTHER,INSP/MAINT,"PIT - DURING Q-4 CHECK INSPECTION, FOUND LOWER AFT ANGLE AT PRESSURE BULKHEAD CORROSION APPROXIMATELY 6 INCHES BY 36 INCHES LOWER AFT FACE FROM LONGERON 25L-25R.  CORROSION TASK NR C57-53300.  SPLICED IN NEW ANGLE PER USAIR TYPICAL REPAIR 53-30-10.  (M)"
95102700548,8/7/1995 0:00:00,USAA,812US,48092,DOUG,DC9,BS 1220-1309,CORRODED,NONE,OTHER,INSP/MAINT,"PIT - DURING Q-4 CHECK INSPECTION, FOUND LEFT INBOARD SEAT TRACK LEVEL 1 CORROSION 80 INCHES LONG, STATION 1220 TO STATION 1309.  CORROSION TASK NR C58-53302 PREVIOUS REWORKED.  REPLACED SECTION OF SEAT TRACK PER SRM 53-05 PG 8L FIG 4F.  (M)"
95102700607,9/25/1995 0:00:00,IXKA,356PA,20626,BOEING,727,NR 3 ENGINE,ILLUMINATED,UNSCHED LANDING,WARNING INDICATION,CRUISE,"FLT NR 40 - TPA-EWR - DIVERTED TO ATL, NR 3 ENGINE LOW OIL PRESSURE FILTER BYPASS LIGHT CAME ON IN FLIGHT.  BURNED OUT TWO BULBS, ALL OTHER ENGINE INDICATIONS NORMAL.  PERFORMED PRECAUTIONARY SHUTDOWN.  FORTY MINUTES OF WINDMILL AT 30 PSI. CLEANED OIL IN CANNON PLUG OF DIFFERENTIAL PRESSURE SWITCH.  REMOVED AND REPLACED MAIN OIL FILTER, NO DEBRIS OR CONTAMINATION FOUND, OIL LIGHT OPS OK PER MM 79-00.  RAN ENGINE, OPS AND LEAK CHECK OK.  (M)"
95092200330,8/20/1995 0:00:00,USAA,511AU,23594,BOEING,737,PAX DOOR,NOT CLOSED,UNSCHED LANDING,NO WARNING INDICATION,CLIMB,JAX - FLT NR 8645 - RETURN TO JAX DUE TO THE MAIN CABIN DOOR NOT BEING CLOSED PROPERLY.  THE CAPTAIN DID NOT RECEIVE ANY LIGHTS IN THE COCKPIT PRIOR TO DEPARTURE THAT THE DOOR WAS NOT CLOSED.  MAINTENANCE INSPECTED THE DOOR.  NO DEFECTS NOTED.  (M)
95100600863,9/1/1995 0:00:00,USAA,270AU,22882,BOEING,737,NR 1 ENGINE,OIL LOSS,UNSCHED LANDING,FLUID LOSS,CLIMB,LGA - FLT NR 0152 - NR 1 ENGINE LOSING OIL QUANTITY ON CLIMB-OUT FROM LGA.  FLIGHT CREW SHUT DOWN NR 1 ENGINE AND RETURNED TO LGA.  SET WAS APPROXIMATELY 10 MINUTES.  MAINTENANCE REPLACED LEFT ENGINE N2 GEAR BOX ASSEMBLY.  (M)
95101300557,9/8/1995 0:00:00,USAA,972VJ,47052,DOUG,DC9,NR 2,INOP,UNSCHED LANDING,OTHER,CRUISE,IND - FLT NR 673 - DIVERTED TO IND DUE TO LOSS OF THE NR 2 VOR.  MAINTENANCE REPLACED THE NR 2 NAV RECEIVER.  VOR GROUND CHECKED GOOD.  (M)
95110600257,10/22/1995 0:00:00,SWAA,24SW,20925,BOEING,737,NR 1 ENGINE,MALFUNCTIONED,ENGINE SHUTDOWN,FALSE WARNING,CLIMB,"EXPERIENCED NR 1 ENGINE OIL HIGH OIL TEMP.  CREW PERFORMED ENGINE SHUT-DOWN CHECK LIST.  AIRCRAFT RETURNED TO DAL AND MADE AN UNEVENTFUL LANDING.  INSPECTED ENGINE.  REPLACED OIL TEMP INDICATOR, OIL TEMP BULB, OIL, AND MAIN OIL FILTER."
95110600258,10/22/1995 0:00:00,SWAA,367SW,26578,BOEING,737,LT MLG,MALFUNCTIONED,NONE,WARNING INDICATION,APPROACH,"ON APPROACH, AFTER GEAR EXTENSION, LEFT MAIN GEAR RED UNSAFE LIGHT ILLUMINATED.  RECYCLED GEAR, WITH NO HELP.  MANUALLYEXTENDED GEAR AND GREEN OK LIGHT ILLUMINATED.  LANDED AT DAL WITHOUT INCIDENT.  REPLACED LEFT MAIN GEAR UPLOCK ACTUATORAND PERFORMED RETRACTION, OK PER BOEING M/M."
95110600259,10/22/1995 0:00:00,SWAA,52SW,21533,BOEING,737,APU,MALFUNCTIONED,ACTIVATE FIRE EXT.,FALSE WARNING,NOT REPORTED,"APU FIRE DETECTION WARNING LIGHT ILLUMINATED.  CREW EXPENDED FIRE BOTTLE.  LANDED AT HOU WITHOUT INCIDENT.  INSPECTED AREA AND FOUND NO EVIDENCE OF FIRE OR OVERHEAT CONDITION.  REPLACED FIRE BOTTLE AND CONTINUED PER MEL 26-7.  DURING RON, REPLACED APU TAILPIPE FIRE LOOP PER BOEING M/M."
95110600260,10/20/1995 0:00:00,SWAA,502SW,24179,BOEING,737,NR 2 LE FLAP,MALFUNCTION,UNSCHED LANDING,FALSE WARNING,CLIMB,"AFTER TAKEOFF, NR 2 KRUGER FLAP INDICATED NO RETRACTION.  AIRCRAFT RETURNED TO HOU AND MADE AN UNEVENTFUL LANDING.  INSPECTED AREA.  REPLACED FLAP FULL UP PROXIMITY SENSOR PER BOEING M/M."
95110600341,10/23/1995 0:00:00,SWAA,313SW,23335,BOEING,737,RT COCKPIT,CRACKED,UNSCHED LANDING,OTHER,CLIMB,"DURING CLIMBOUT AT 31,000 FEET, NOTED FIRST OFFICER'S SLIDING WINDOW CRACKED.  AIRCRAFT RETURNED TO BOI AND MADE AN UNEVENTFUL LANDING.  INSPECTED WINDOW AND CONFIRMED TO BE OUTER PANE.  REMOVED AND REPLACED WINDOW ASSEMBLY PER BOEING M.M."
95110600342,10/23/1995 0:00:00,SWAA,519SW,25318,BOEING,737,NR 1,BIRD STRIKE,UNSCHED LANDING,F.O.D.,CLIMB,"DURING CLIMBOUT, EXPERIENCED BIRDSTRIKE TO NR 1 ENGINE.  AIRCRAFT RETURNED TO BWI AND MADE AN UNEVENTFUL LANDING.  INSPECTED AND PERFORMED BIRDSTRIKE INSPECTION, CONFIRMED BIRD ENTRY INTO ENGINE CORE.  ENGINE PLACED ON 10-CYCLE FLYBACK.  HOU RON BORESCOPED, NO DEFECTS NOTED."
95110600343,10/28/1995 0:00:00,SWAA,27SW,21262,BOEING,737,BS 727,CRACKED,NONE,OTHER,INSP/MAINT,"DURING SCHEDULED A2 CHECK, FOUND LEFT W/W TRANSVERSE I BEAM FLOOR SUPPORT CRACKED APPROX 2 INCHES FWD OF BS 727 BULKHEAD AT CEILING FWD OF BULKHEAD.  REPAIRED PER SWA RA 1-253-1398."
95110600344,10/28/1995 0:00:00,SWAA,27SW,21262,BOEING,737,BS 450-470,CRACKED,NONE,OTHER,INSP/MAINT,"DURING SCHEDULED A2 CHECK, FOUND FWD CARGO DOOR FRAME STRINGER CRACKED IN RADIUS S26R, AT BS 450 AND 470.  REPAIRED PERBOEING STRUCTURAL REPAIR MANUAL."
95110600345,10/20/1995 0:00:00,SWAA,59SW,21811,BOEING,737,BS 381/766,CRACKED,NONE,OTHER,INSP/MAINT,"DURING SCHEDULED SERVICE CHECK, FOUND FUSELAGE SKIN LAP CRACK INDICATIONS AT THE FOLLOWING LOCATIONS:  BS 766, S10L, ATBS 776, S10L, AND AT BS 381, S14R, AT LOWER ROW OF FASTENERS.  REPAIRED PER BOEING STRUCTURAL REPAIR MANUAL."
95110600346,10/20/1995 0:00:00,SWAA,59SW,21811,BOEING,737,FUSELAGE,CRACKED,NONE,OTHER,INSP/MAINT,"DURING SCHEDULED SERVICE CHECK, FOUND SEVERAL CRACK INDICATIONS UNDER BULKHEAD STRAP, RBL 5.5, WL 188 TO 202.5.  REPAIRED PER BOEING STRUCTURAL REPAIR MANUAL."
95110600347,10/23/1995 0:00:00,SWAA,353SW,24889,BOEING,737,BS 947.5,CORRODED,NONE,OTHER,INSP/MAINT,"DURING SCHEDULED 1/2 D-CHECK, FOUND FLOOR BEAM SCREW HOLE CORROSION AT BS 947.5, RBL 10.5 TO LBL 21.0.  REPAIRED PER SWA RA 1-353-1391."
95110600348,10/23/1995 0:00:00,SWAA,353SW,24889,BOEING,737,CARGO DR CUTOUT,DAMAGED,NONE,OTHER,INSP/MAINT,"DURING SCHEDULED 1/2 D-CHECK, FOUND FWD CARGO DOOR FRAME CUT-OUT CHIPPED AND BENT.  REPAIRED PER BOEING STRUCTURAL REPAIR MANUAL."
95110600349,10/23/1995 0:00:00,SWAA,353SW,24889,BOEING,737,BS 747,CRACKED,NONE,OTHER,INSP/MAINT,"DURING SCHEDULED 1/2 D-CHECK, FOUND AFT CARGO FLOOR ANGLE CRACKED AT BS 747.  REPAIRED PER BOEING STRUCTURAL REPAIR MANUAL."
95110600350,10/23/1995 0:00:00,SWAA,353SW,24889,BOEING,737,FUSELAGE,CRACKED,NONE,OTHER,INSP/MAINT,"DURING SCHEDULED 1/2 D-CHECK, FOUND STRINGERS CRACKED AT LEFT AND RIGHT ICE LIGHTS LOCATIONS.  REPAIRED PER SWA ACO 6405-53."
95110600351,10/23/1995 0:00:00,SWAA,353SW,24889,BOEING,737,BS 344,CORRODED,NONE,OTHER,INSP/MAINT,"DURING SCHEDULED 1/2 D-CHECK, FOUND FLOOR BEAM SCREW HOLE CORROSION AT BS 344, RBL 7 TO LBL 7.  REPAIRED PER SWA RA 1-353-1392."
95110600352,10/23/1995 0:00:00,SWAA,353SW,24889,BOEING,737,BS 947.5,CORRODED,NONE,OTHER,INSP/MAINT,"DURING SCHEDULED 1/2 D-CHECK, FOUND FLOOR BEAM SCREW HOLE CORROSION AT BS 947.5, RBL 5.  REPAIRED PER SWA RA 1-353-1390."
95110600353,10/23/1995 0:00:00,SWAA,353SW,24889,BOEING,737,BS 344,CORRODED,NONE,OTHER,INSP/MAINT,"DURING SCHEDULED 1/2 D-CHECK, FOUND FLOOR BEAM SCREW HOLE CORROSION AT BS 344, BBL 0.  REPAIRED PER SWA RA 1-353-1393."
95110600354,10/23/1995 0:00:00,SWAA,353SW,24889,BOEING,737,BS 328,CORRODED,NONE,OTHER,INSP/MAINT,"DURING SCHEDULED 1/2 D-CHECK, FOUND FLOOR BEAM SCREW HOLE CORROSION AT BS 328, RBL 31.5.  REPAIRED PER SWA RA 1-353-1395."
95110600355,10/23/1995 0:00:00,SWAA,353SW,24889,BOEING,737,BS 328,CORRODED,NONE,OTHER,INSP/MAINT,"DURING SCHEDULED 1/2 D-CHECK, FOUND FLOOR BEAM SCREW HOLE CORROSION AT BS 328, RBL 41.  REPAIRED PER SWA RA 1-353-1394."
95110600356,10/23/1995 0:00:00,SWAA,353SW,24889,BOEING,737,BS 294.5,CORRODED,NONE,OTHER,INSP/MAINT,"DURING SCHEDULED 1/2 D-CHECK, FOUND FLOOR BEAM SCREW HOLE CORROSION AT BS 294.5, RBL 37.5 TO RBL 41.5, LONG STRAP, AFT FLANGE.  REPAIRED PER SWA RA 1-353-1396."
95110600418,9/15/1995 0:00:00,USAA,260AU,22866,BOEING,737,BS 967,CORRODED,NONE,OTHER,INSP/MAINT,"ROA - DURING CX-3 CHECK VISUAL INSPECTION, FOUND 8 INCH BY 3 INCH CORRODED AREA ON BOTTOM AND SIDES OF STRINGER.  STRINGER 27L BENEATH FRAME AT BS 967.  REMOVED CORRODED STRINGER AREA AND INSTALLED SPLICED STRINGER PER SRM.  REPAIR PER SRM53-10-3 FIG 1.  (M)"
95110600419,9/7/1995 0:00:00,USAA,966VJ,47420,DOUG,DC9,LT ENGINE,FAILED,NONE,PARTIAL RPM/PWR LOSS,DESCENT,BNA - COMPRESSOR STALL ON LEFT ENGINE.  CAPTAIN SHUT DOWN NR 1 ENGINE.  REMOVED AND REPLACED NR 1 ENGINE PER JOB CARD.OPS AND LEAK CHECKED NORMAL.  (M)
95110600420,9/16/1995 0:00:00,USAA,283AU,23116,BOEING,737,BS 747,CORRODED,NONE,OTHER,INSP/MAINT,"ROA - DURING CX-4 CHECK VISUAL INSPECTION, FOUND 6.5 INCH BY 8 INCH CORRODED SKIN, BS 747 S-27R.  REMOVED CORROSION ANDINSTALLED DOUBLER, REPAIRED PER SRM 53-10-4.  (M)"
95110600421,9/20/1995 0:00:00,USAA,283AU,23116,BOEING,737,BS 986-1016,CORRODED,NONE,OTHER,INSP/MAINT,"ROA - DURING CX-4 CHECK VISUAL INSPECTION, FOUND 3 INCH BY 1 INCH CORRODED AREA STRINGER 27L BETWEEN STATION 986-1016.SPLICED NEW STRINGER, REPAIRED PER SRM 53-10-3.  (M)"
95110600422,9/23/1995 0:00:00,USAA,265AU,22962,BOEING,737,NR 2 ENGINE,FAILED,UNSCHED LANDING,FALSE WARNING,CLIMB,"BUF - FLT NR 1063 - ON CLIMB-OUT FROM BUF, NR 2 ENGINE OIL PRESSURE INDICATION DROPPED TO 15 PSI.  FLIGHT CREW SHUT DOWN NR 2 ENGINE AND RETURNED TO BUF WHERE LANDING WAS WITHOUT INCIDENT.  SET WAS 11 MINUTES.  MAINTENANCE REPLACED THE NR 2 ENGINE OIL PRESSURE TRANSMITTER.  OPS CHECKED GOOD.  (M)"
95110600428,8/11/1995 0:00:00,USAA,650US,23902,BOEING,767,CABIN,BROKEN,NONE,NO TEST,INSP/MAINT,LAX - FLT NR 0816 - THE FLOOR TRACK LIGHTING IN THE FORWARD CABIN WAS FOUND TO BE INOPERATIVE.  MAINTENANCE REPAIRED THE FLOOR TRACK LIGHTING WIRE ON THE FORWARD LEFT SECTION AND REPLACED THE BATTERY CHARGER ASSEMBLY.  REFERENCE USAA950903.
95110600437,8/8/1995 0:00:00,USAA,334US,23231,BOEING,737,CARGO COMPT,AJAR,UNSCHED LANDING,WARNING INDICATION,CLIMB,PHL - FLT NR 1487 - RETURN TO FIELD DUE TO THE AFT CARGO DOOR LIGHT ILLUMINATING.  MAINTENANCE FOUND THE REAR CARGO DOOR AJAR.  VISUAL AND MECHANICAL INSPECTION CHECKS GOOD.  NO DEFECTS OR LIGHT MALFUNCTION NOTED.  (M)
95110600438,8/11/1995 0:00:00,USAA,650US,23902,BOEING,767,CABIN,INOPERATIVE,NONE,NO TEST,INSP/MAINT,LAX - FLT NR 0816 - THE FLOOR TRACK LIGHTING IN THE FORWARD CABIN WAS FOUND TO BE INOPERATIVE.  MAINTENANCE REPAIRED THE FLOOR TRACK LIGHTING WIRE ON THE FORWARD LEFT SECTION AND REPLACED THE BATTERY CHARGER ASSEMBLY.  (M)
95110600439,9/15/1995 0:00:00,USAA,490US,11152,FOKKER,F28,LT MLG DOORS,MISALIGNED,UNSCHED LANDING,WARNING INDICATION,CLIMB,PIT - FL 1749 - LEFT MAIN GEAR RED LIGHT REMAINED ILLUMINATED WHEN GEAR SELECTED UP.  CYCLED GEAR AND BOTH MAIN GEAR RED LIGHTS ILLUMINATED ALONG WITH BOTH MAIN GEAR DOOR YELLOW LIGHTS.  FLIGHT RETURNED TO PIT WITH NO FURTHER INCIDENTS.  MAINTENANCE ADJUSTED THE LANDING GEAR DOOR UPLOCK SWITCHES.  (M)
95110600440,8/24/1995 0:00:00,USAA,510AU,23385,BOEING,737,BS 500,CRACKED,NONE,OTHER,INSP/MAINT,"INT - DURING Q-3 CHECK VISUAL INSPECTION, FOUND .5 INCH CRACK BS 500 PLUS 4 STRINGER 16L.  INSTALLED DOUBLER, REPAIRED PER EO 5393X228.  (M)"
95110600441,8/24/1995 0:00:00,USAA,510AU,23385,BOEING,737,BS 500,CRACKED,NONE,OTHER,INSP/MAINT,"INT - DURING Q-3 CHECK VISUAL, FOUND .5 INCH CRACK BS 500 C PLUS 4 STRINGER 16R.  INSTALLED DOUBLER, REPAIRED PER EO 539X228.  (M)"
95110600442,8/24/1995 0:00:00,USAA,510AU,23385,BOEING,737,BS 500,CRACKED,NONE,OTHER,INSP/MAINT,"INT - DURING Q-3 CHECK VISUAL INSPECTION, FOUND .5 INCH CRACK BS 500 C PLUS 16, STRINGER 16R.  INSTALLED DOUBLER, REPAIRED PER EO 5393X228.  (M)"
95110600443,8/23/1995 0:00:00,USAA,510AU,23385,BOEING,737,BS 925,CRACKED,NONE,OTHER,INSP/MAINT,"INT - DURING Q-3 CHECK VISUAL INSPECTION, FOUND 1 INCH CRACK IN FUSELAGE SKIN BS 925.  INSTALLED EXT FUSELAGE SKIN REPAIR.  REPAIRED PER SRM 53-00-01 FIG 202.  (M)"
95110600444,8/25/1995 0:00:00,USAA,510AU,23385,BOEING,737,BS 887-867,CHAFED,NONE,OTHER,INSP/MAINT,"INT - DURING Q-3 CHECK VISUAL INSPECTION, FOUND CROWN SKIN CHAFED UNDER DORSAL FIN CONTACT AREA, S-1 BS 887 TO BS 867.INSTALLED EXT SKIN DOUBLER.  REPAIRED PER TR 53-30-03, SRM 53-00-01.  (M)"
95110600445,8/29/1995 0:00:00,USAA,510AU,23385,BOEING,737,CARGO BIN,CORROSION,NONE,OTHER,INSP/MAINT,"INT - DURING Q-3 CHECK VISUAL INSPECTION, FOUND 1 INCH BY 1 INCH CORROSION AT CLIP NUT HOLES, AFT CARGO BIN AFT CENTER BULKHEAD LOWER ATTACH ANGLE.  REPLACED ATTACH ANGLE, REPAIRED PER SRM 51-10-02.  CORROSION TASK NR C53-202-01, CORR5OSION LEVEL 2.  (M)"
95110600446,8/29/1995 0:00:00,USAA,510AU,23385,BOEING,737,BS 947.5-967,CORROSION,NONE,OTHER,INSP/MAINT,"INT - DURING Q-3 CHECK VISUAL INSPECTION, FOUND 2 INCH BY 4 INCH CORROSION BS 947.5 TO BS 967 RBL 45 ON FLOOR BEAM T-CAP.  FABRICATED NEW T-CAP 18 INCHES LONG, REPAIRED PER SRM 53-00-51.  CORROSION TASK NR C53-107-02.  CORROSION LEVEL 2.  (M)"
